id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
182_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,NA,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
183_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,NA,poor,grade_school_or_less,favorable,NA,semiskilled
184_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
185_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,fair,good,NA,NA,NA,NA
186_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,high_school_graduate,NA,NA,semiskilled
187_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,NA,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
188_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,good,grade_school_or_less,NA,NA,semiskilled
189_b,b,unfavorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,fair,NA,favorable,NA,NA
190_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,untilBetterPlace,NA,NA,poor,NA,NA,favorable,NA,NA
191_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,some_high_school,favorable,NA,white_collar_or_skilled
192_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
193_b,b,NA,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
194_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
195_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,hard_to_say,good,NA,NA,NA,NA
196_b,b,favorable,b,NA,conflict,ambivalentFriend,ambivalent,asLongAsEligible,favorable,favorable,NA,poor,some_high_school,NA,no_biracial_living_experience,semiskilled
197_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,untilBetterPlace,NA,favorable,hard_to_say,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
198_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
199_b,b,favorable,b,NA,integration,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,unfavorable,biracial_living_experience,white_collar_or_skilled
200_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
201_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
202_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,poor,NA,NA,NA,biracial_living_experience,NA
203_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
204_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,fair,NA,NA,NA,NA
205_b,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,hard_to_say,NA,NA,NA,NA
206_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,NA,grade_school_or_less,NA,NA,semiskilled
207_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,NA,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
208_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,good,hard_to_say,NA,favorable,NA,NA
209_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
210_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
211_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,good,good,NA,favorable,NA,NA
212_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,poor,NA,favorable,biracial_living_experience,NA
213_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
214_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
215_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
216_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,hard_to_say,NA,NA,NA,NA,NA
217_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
218_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,NA,poor,NA,favorable,NA,NA
219_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,favorable,NA,fair,NA,NA,NA,NA,NA
220_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,favorable,fair,NA,NA,favorable,biracial_living_experience,NA
221_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
222_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,NA,some_high_school,NA,no_biracial_living_experience,semiskilled
223_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,NA,no_biracial_living_experience,NA
224_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
225_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,favorable,NA,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
226_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,NA,NA,NA,NA,NA
227_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,neverThoughtAboutIt,favorable,favorable,good,NA,NA,NA,NA,NA
228_b,b,favorable,b,unfavorable,integration,liberalFriend,ambivalent,NA,NA,favorable,NA,poor,some_high_school,NA,no_biracial_living_experience,white_collar_or_skilled
229_b,b,NA,b,NA,NA,ambivalentFriend,liberal,NA,NA,NA,good,NA,some_high_school,NA,NA,semiskilled
230_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
231_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
232_b,b,NA,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,fair,NA,NA,NA,NA,NA
233_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
234_b,b,NA,b,NA,integration,NA,NA,untilBetterPlace,NA,favorable,poor,fair,NA,NA,biracial_living_experience,NA
235_b,b,NA,b,unfavorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
236_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
237_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,good,good,NA,NA,NA,NA
238_b,b,favorable,b,noComments,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
239_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
240_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
241_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,poor,some_high_school,favorable,NA,semiskilled
242_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,hard_to_say,good,NA,NA,NA,NA
243_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,NA,grade_school_or_less,NA,NA,semiskilled
244_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
245_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
246_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,fair,grade_school_or_less,NA,NA,white_collar_or_skilled
247_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,untilOwnHome,NA,favorable,fair,poor,some_high_school,NA,NA,semiskilled
248_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,hard_to_say,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
249_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,fair,good,NA,NA,biracial_living_experience,NA
250_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,favorable,NA,NA
251_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,good,hard_to_say,NA,NA,biracial_living_experience,NA
252_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
253_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
254_b,b,favorable,b,favorable,conflict,NA,NA,untilBetterPlace,NA,NA,hard_to_say,NA,some_high_school,NA,no_biracial_living_experience,semiskilled
255_b,b,favorable,b,unfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
256_b,b,unfavorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
257_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,good,NA,NA,NA,NA,NA
258_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,grade_school_or_less,favorable,NA,semiskilled
259_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,unfavorable,no_biracial_living_experience,NA
260_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
261_b,b,NA,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,poor,high_school_graduate,NA,NA,white_collar_or_skilled
262_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,NA,good,poor,NA,favorable,NA,NA
263_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
264_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
265_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,poor,NA,favorable,biracial_living_experience,NA
266_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,NA,unfavorable,NA,NA
267_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
268_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
269_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,poor,high_school_graduate,unfavorable,NA,unskilled_domestic_and_personal_service
270_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
271_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
272_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
273_b,b,favorable,b,noComments,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
274_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
275_b,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,NA,NA,NA,some_high_school,NA,NA,semiskilled
276_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
277_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
278_b,b,unfavorable,b,noComments,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
279_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,NA,good,NA,unfavorable,biracial_living_experience,NA
280_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
281_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
282_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,hard_to_say,NA,NA,NA,NA
283_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,hard_to_say,NA,NA,favorable,NA,NA
284_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
285_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
286_b,b,favorable,b,NA,conflict,ambivalentFriend,liberal,permanent,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
287_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
288_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
289_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,good,NA,some_high_school,NA,NA,white_collar_or_skilled
290_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
291_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
292_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
293_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,good,NA,NA,unfavorable,NA,NA
294_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
295_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
296_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
297_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
298_b,b,NA,b,favorableAndUnfavorable,integration,NA,NA,untilOwnHome,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
299_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,fair,NA,NA,NA,biracial_living_experience,NA
300_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
301_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,good,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
302_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,unfavorable,favorable,good,poor,NA,NA,NA,NA
303_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,good,some_high_school,NA,NA,white_collar_or_skilled
304_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,favorable,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
305_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilOwnHome,NA,favorable,good,NA,NA,NA,NA,NA
306_b,b,favorable,b,noComments,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
307_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,asLongAsEligible,favorable,favorable,NA,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
308_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
309_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,NA,NA,NA,NA
310_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,favorable,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
311_b,b,unfavorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA
312_b,b,favorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,NA,good,some_high_school,NA,no_biracial_living_experience,semiskilled
313_b,b,favorable,b,NA,integration,NA,NA,asLongAsEligible,NA,NA,NA,hard_to_say,NA,NA,biracial_living_experience,NA
314_b,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
315_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
316_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
317_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,poor,NA,NA,NA,NA,NA
318_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,poor,NA,NA,NA,NA,NA
319_b,b,favorable,b,favorable,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
320_b,b,favorable,b,NA,conflict,NA,NA,untilBetterPlace,favorable,favorable,NA,good,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
321_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
322_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,hard_to_say,good,NA,NA,NA,NA
323_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
324_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,NA,NA,NA,favorable,NA,NA
325_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,untilOwnHome,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
326_b,b,NA,b,favorable,integration,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,fair,NA,NA,NA,biracial_living_experience,NA
327_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
328_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
329_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,NA,NA,NA,no_biracial_living_experience,NA
330_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
331_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
332_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
333_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilOwnHome,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
334_b,b,favorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
335_b,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
336_b,b,NA,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
337_b,b,NA,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,NA,high_school_graduate,NA,no_biracial_living_experience,semiskilled
338_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,unfavorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
339_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,fair,some_high_school,NA,NA,white_collar_or_skilled
340_b,b,NA,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,NA,NA,biracial_living_experience,NA
341_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,grade_school_or_less,unfavorable,NA,semiskilled
342_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,hard_to_say,poor,NA,NA,biracial_living_experience,NA
343_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,unfavorable,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
344_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
345_b,b,favorable,b,unfavorable,integration,NA,NA,asLongAsEligible,NA,unfavorable,NA,poor,NA,NA,biracial_living_experience,NA
346_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
347_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
348_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
349_b,b,NA,b,NA,conflict,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
350_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
351_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,favorable,NA,NA
352_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,permanent,NA,NA,NA,NA,NA,NA,NA,NA
353_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
354_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,unfavorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
355_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,untilOwnHome,NA,NA,NA,fair,grade_school_or_less,NA,NA,semiskilled
356_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,some_high_school,favorable,biracial_living_experience,semiskilled
357_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
358_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,fair,some_high_school,NA,NA,semiskilled
359_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA
360_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,good,some_high_school,NA,biracial_living_experience,semiskilled
361_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,poor,fair,NA,NA,NA,NA
362_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,poor,high_school_graduate,favorable,NA,white_collar_or_skilled
363_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
364_b,b,unfavorable,b,NA,NA,NA,NA,asLongAsEligible,unfavorable,NA,NA,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
365_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,poor,poor,NA,favorable,NA,NA
366_b,b,favorable,b,noComments,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
367_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,NA,hard_to_say,good,NA,NA,NA,NA
