evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
NA,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,untilBetterPlace,NA,NA,NA,NA,fair,NA,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
NA,NA,noComments,conflict,liberalFriend,liberal,good,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
NA,untilBetterPlace,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
NA,permanent,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,permanent,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,favorable,NA
NA,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,unfavorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,integration,NA,NA,good,biracialLivingExperience,NA,fair,highSchoolGraduate,NA,NA,semiSkilled
favorable,permanent,unfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
unfavorable,neverThoughtAboutIt,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
favorable,asLongAsEligible,noComments,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,semiSkilled
favorable,untilBetterPlace,noComments,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
NA,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,favorable,favorable,semiSkilled
favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,favorable,unfavorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,permanent,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,hardToSay,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
NA,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,NA,integration,liberalFriend,liberal,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,unfavorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,NA,NA,ambivalentFriend,ambivalent,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,permanent,unfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,favorable,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,unfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,conflict,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,favorable,NA
NA,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
unfavorable,untilBetterPlace,NA,conflict,NA,NA,fair,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
unfavorable,neverThoughtAboutIt,unfavorable,NA,ambivalentFriend,liberal,good,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
NA,asLongAsEligible,favorable,NA,ambivalentFriend,ambivalent,hardToSay,NA,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,noComments,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
NA,NA,noComments,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
unfavorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,favorable,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,semiSkilled
NA,asLongAsEligible,unfavorable,NA,NA,NA,fair,NA,favorable,good,NA,NA,NA,semiSkilled
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,poor,NA,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,liberalFriend,liberal,fair,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,NA,good,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,good,NA,NA,favorable,semiSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
NA,NA,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
NA,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,untilBetterPlace,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,favorable,NA
favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,semiSkilled
favorable,untilOwnHome,NA,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,favorable,NA,semiSkilled
favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,permanent,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,semiSkilled
unfavorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,highSchoolGraduate,favorable,NA,whiteColorSkilled
favorable,NA,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,NA,NA,hardToSay,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
favorable,untilBetterPlace,noComments,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,good,NA,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,unfavorable,mutualAcomodataion,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,NA,good,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
NA,asLongAsEligible,favorable,integration,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,good,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,poor,NA,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
favorable,permanent,favorable,integration,NA,NA,good,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,favorable,NA,semiSkilled
favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,noBiracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,permanent,NA,NA,NA,NA,fair,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,noComments,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,favorable,NA,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,noComments,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
favorable,untilBetterPlace,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
favorable,untilBetterPlace,unfavorable,NA,NA,NA,good,NA,favorable,poor,someHighSchool,favorable,NA,whiteColorSkilled
favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,asLongAsEligible,NA,NA,ambivalentFriend,liberal,good,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
NA,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,fair,NA,favorable,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,unfavorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,NA,favorable,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,someHighSchool,favorable,favorable,unskilledDomesticPersonalService
favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,NA,NA,NA,fair,NA,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,NA,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
NA,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,unfavorable,NA,liberalFriend,ambivalent,hardToSay,NA,unfavorable,hardToSay,NA,NA,NA,semiSkilled
NA,untilOwnHome,favorable,NA,NA,NA,fair,NA,NA,good,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,semiSkilled
NA,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,untilOwnHome,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
unfavorable,NA,favorable,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,semiSkilled
favorable,permanent,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,favorable,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
