id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
183_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,NA,good,asLongAsEligible,NA,NA,NA,NA
184_b,b,favorable,b,favorable,NA,liberalFriend,liberal,hard_to_say,NA,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
185_b,b,NA,b,NA,NA,NA,NA,good,favorable,NA,poor,asLongAsEligible,NA,NA,NA,NA
186_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,poor,favorable,favorable,NA,NA,some_high_school,NA,no_biracial_living_experience,semiskilled
187_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,unfavorable,poor,permanent,NA,NA,NA,NA
188_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,good,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
189_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
190_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,favorable,fair,NA,NA,favorable,NA,NA
191_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
192_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,NA,NA
193_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,NA,good,asLongAsEligible,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
194_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,fair,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
195_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,hard_to_say,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
196_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,NA,poor,neverThoughtAboutIt,NA,NA,NA,NA
197_b,b,favorable,b,unfavorable,integration,ambivalentFriend,liberal,NA,NA,favorable,good,asLongAsEligible,NA,NA,biracial_living_experience,NA
198_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,white_collar_or_skilled
199_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,fair,favorable,favorable,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,semiskilled
200_b,b,favorable,b,noComments,NA,liberalFriend,liberal,NA,unfavorable,favorable,good,NA,NA,NA,NA,NA
201_b,b,favorable,b,unfavorable,conflict,liberalFriend,ambivalent,poor,NA,NA,hard_to_say,neverThoughtAboutIt,NA,favorable,biracial_living_experience,NA
202_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,good,untilBetterPlace,some_high_school,NA,no_biracial_living_experience,white_collar_or_skilled
203_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,unfavorable,favorable,NA,untilOwnHome,high_school_graduate,unfavorable,NA,white_collar_or_skilled
204_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,permanent,grade_school_or_less,NA,NA,semiskilled
205_b,b,NA,b,NA,conflict,NA,NA,poor,NA,favorable,poor,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
206_b,b,favorable,b,favorable,integration,liberalFriend,liberal,good,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
207_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,fair,neverThoughtAboutIt,NA,unfavorable,NA,NA
208_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
209_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,NA,high_school_graduate,favorable,NA,semiskilled
210_b,b,NA,b,NA,NA,liberalFriend,ambivalent,poor,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
211_b,b,favorable,b,NA,integration,liberalFriend,liberal,NA,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
212_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
213_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
214_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
215_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
216_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,untilBetterPlace,some_high_school,NA,NA,semiskilled
217_b,b,NA,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
218_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
219_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
220_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,good,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
221_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
222_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,NA,NA,asLongAsEligible,grade_school_or_less,favorable,NA,semiskilled
223_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
224_b,b,unfavorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
225_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,hard_to_say,NA,NA,poor,asLongAsEligible,NA,favorable,NA,NA
226_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
227_b,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,hard_to_say,NA,favorable,poor,untilBetterPlace,NA,NA,no_biracial_living_experience,NA
228_b,b,favorable,b,NA,NA,NA,NA,fair,NA,NA,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
229_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
230_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,permanent,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
231_b,b,NA,b,favorable,integration,NA,NA,poor,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
232_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
233_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
234_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
235_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
236_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,neverThoughtAboutIt,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
237_b,b,NA,b,favorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
238_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,good,permanent,grade_school_or_less,NA,NA,white_collar_or_skilled
239_b,b,favorable,b,favorable,integration,liberalFriend,liberal,hard_to_say,NA,NA,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
240_b,b,unfavorable,b,NA,NA,NA,NA,good,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
241_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,good,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
242_b,b,unfavorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,some_high_school,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
243_b,b,favorable,b,NA,NA,NA,NA,good,NA,NA,poor,NA,grade_school_or_less,NA,NA,semiskilled
244_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,favorable,favorable,NA,permanent,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
245_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,permanent,high_school_graduate,NA,NA,semiskilled
246_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
247_b,b,favorable,b,unfavorable,NA,NA,NA,poor,favorable,favorable,NA,permanent,NA,NA,NA,NA
248_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,poor,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA
249_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,NA,high_school_graduate,NA,NA,white_collar_or_skilled
250_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
251_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,NA,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
252_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,high_school_graduate,favorable,NA,semiskilled
253_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,fair,asLongAsEligible,NA,favorable,NA,NA
254_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
255_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
256_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,favorable,favorable,NA,asLongAsEligible,NA,NA,NA,NA
257_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,unfavorable,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,semiskilled
258_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
259_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
260_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
261_b,b,NA,b,unfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
262_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hard_to_say,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
263_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
264_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
265_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
266_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,NA,NA,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,semiskilled
267_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
268_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
269_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,hard_to_say,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
270_b,b,NA,b,favorable,NA,NA,NA,NA,favorable,favorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
271_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,NA,favorable,NA,NA
272_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,good,NA,favorable,good,untilOwnHome,NA,NA,biracial_living_experience,NA
273_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
274_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,poor,NA,favorable,fair,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
275_b,b,favorable,b,NA,conflict,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
276_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,hard_to_say,NA,NA,NA,no_biracial_living_experience,NA
277_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
278_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,good,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
279_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
280_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
281_b,b,favorable,b,favorable,NA,liberalFriend,liberal,hard_to_say,NA,favorable,NA,permanent,NA,NA,NA,NA
282_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,permanent,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
283_b,b,unfavorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
284_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,semiskilled
285_b,b,NA,b,NA,conflict,liberalFriend,liberal,poor,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
286_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
287_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
288_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
289_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
290_b,b,favorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,hard_to_say,untilBetterPlace,NA,NA,NA,NA
291_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,hard_to_say,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
292_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
293_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
294_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
295_b,b,unfavorable,b,favorable,NA,NA,NA,poor,NA,NA,hard_to_say,untilBetterPlace,NA,NA,NA,NA
296_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,NA,NA,NA,NA
297_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,fair,NA,NA,NA,biracial_living_experience,NA
298_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,NA,NA,NA,NA
299_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
300_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
301_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,NA,white_collar_or_skilled
302_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilOwnHome,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
303_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
304_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
305_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,unfavorable,NA,good,untilBetterPlace,NA,NA,biracial_living_experience,NA
306_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
307_b,b,favorable,b,unfavorable,integration,NA,NA,poor,NA,NA,NA,permanent,some_high_school,NA,no_biracial_living_experience,semiskilled
308_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
309_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
310_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
311_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,fair,NA,NA,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
312_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA
313_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
314_b,b,favorable,b,NA,conflict,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
315_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
316_b,b,favorable,b,favorable,NA,NA,NA,poor,favorable,NA,good,NA,some_high_school,favorable,NA,semiskilled
317_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
318_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,fair,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
319_b,b,unfavorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA
320_b,b,favorable,b,favorable,conflict,NA,NA,hard_to_say,NA,favorable,NA,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
321_b,b,favorable,b,favorable,integration,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
322_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,untilOwnHome,some_high_school,NA,NA,unskilled_domestic_and_personal_service
323_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
324_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
325_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,hard_to_say,untilOwnHome,NA,NA,biracial_living_experience,NA
326_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,hard_to_say,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
327_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,hard_to_say,permanent,NA,NA,no_biracial_living_experience,NA
328_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,good,permanent,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
329_b,b,favorable,b,unfavorable,integration,NA,NA,hard_to_say,NA,NA,fair,asLongAsEligible,NA,favorable,biracial_living_experience,NA
330_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
331_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,untilOwnHome,NA,NA,NA,NA
332_b,b,NA,b,favorable,conflict,liberalFriend,liberal,NA,NA,NA,hard_to_say,asLongAsEligible,NA,favorable,biracial_living_experience,NA
333_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
334_b,b,favorable,b,favorable,integration,NA,NA,NA,NA,favorable,good,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
335_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,hard_to_say,permanent,grade_school_or_less,favorable,biracial_living_experience,semiskilled
336_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,hard_to_say,NA,favorable,poor,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
337_b,b,NA,b,noComments,NA,NA,NA,NA,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
338_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
339_b,b,NA,b,noComments,mutual_acomodation,NA,NA,fair,NA,favorable,NA,neverThoughtAboutIt,NA,favorable,biracial_living_experience,NA
340_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
341_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,permanent,NA,favorable,biracial_living_experience,NA
342_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
343_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
344_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
345_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
346_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
347_b,b,NA,b,NA,mutual_acomodation,NA,NA,good,favorable,favorable,fair,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
348_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,hard_to_say,permanent,NA,NA,NA,NA
349_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,NA,NA,asLongAsEligible,grade_school_or_less,unfavorable,biracial_living_experience,semiskilled
350_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
351_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
352_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,grade_school_or_less,favorable,NA,semiskilled
353_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
354_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,good,neverThoughtAboutIt,grade_school_or_less,NA,NA,semiskilled
355_b,b,favorable,b,NA,integration,NA,NA,poor,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
356_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
357_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
358_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
359_b,b,NA,b,NA,integration,NA,NA,NA,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
360_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
361_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,NA,NA,biracial_living_experience,NA
362_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
363_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
364_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
365_b,b,NA,b,unfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
366_b,b,unfavorable,b,favorableAndUnfavorable,conflict,NA,NA,good,NA,NA,fair,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
367_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,hard_to_say,NA,NA,favorable,biracial_living_experience,NA
