id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
182_b,b,favorable,b,unfavorable,NA,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
183_b,b,favorable,b,noComments,conflict,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
184_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
185_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA
186_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
187_b,b,NA,b,favorable,integration,liberalFriend,liberal,fair,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
188_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
189_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,neverThoughtAboutIt,NA,NA,NA,NA
190_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,white_collar_or_skilled
191_b,b,favorable,b,noComments,NA,liberalFriend,liberal,good,NA,NA,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
192_b,b,NA,b,NA,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
193_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,favorable,NA,semiskilled
194_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,favorable,NA,white_collar_or_skilled
195_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
196_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,fair,permanent,NA,NA,NA,NA
197_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,high_school_graduate,NA,NA,semiskilled
198_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,hard_to_say,NA,NA,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
199_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
200_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
201_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,hard_to_say,favorable,NA,poor,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
202_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
203_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
204_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
205_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,permanent,grade_school_or_less,NA,NA,white_collar_or_skilled
206_b,b,favorable,b,favorable,conflict,NA,NA,hard_to_say,NA,favorable,poor,untilBetterPlace,some_high_school,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
207_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,poor,neverThoughtAboutIt,NA,unfavorable,NA,NA
208_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
209_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
210_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,hard_to_say,NA,favorable,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
211_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,hard_to_say,neverThoughtAboutIt,some_high_school,NA,NA,white_collar_or_skilled
212_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,some_high_school,unfavorable,biracial_living_experience,white_collar_or_skilled
213_b,b,favorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
214_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,poor,NA,NA,favorable,biracial_living_experience,NA
215_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
216_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
217_b,b,favorable,b,favorable,integration,liberalFriend,liberal,poor,NA,NA,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
218_b,b,favorable,b,NA,integration,NA,NA,fair,NA,favorable,NA,untilOwnHome,some_high_school,NA,biracial_living_experience,semiskilled
219_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
220_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,NA,semiskilled
221_b,b,favorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
222_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
223_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,poor,NA,NA,poor,asLongAsEligible,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
224_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,hard_to_say,NA,favorable,NA,NA,NA,favorable,NA,NA
225_b,b,favorable,b,NA,NA,NA,NA,good,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
226_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,favorable,good,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
227_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
228_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
229_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,fair,NA,NA,NA,untilOwnHome,NA,NA,biracial_living_experience,NA
230_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,fair,neverThoughtAboutIt,NA,NA,NA,NA
231_b,b,favorable,b,favorable,conflict,liberalFriend,ambivalent,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
232_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,good,NA,NA,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
233_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
234_b,b,favorable,b,noComments,conflict,liberalFriend,liberal,hard_to_say,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
235_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,hard_to_say,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
236_b,b,NA,b,favorable,NA,NA,NA,poor,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
237_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,poor,untilOwnHome,some_high_school,NA,NA,unskilled_domestic_and_personal_service
238_b,b,favorable,b,NA,integration,NA,NA,NA,NA,NA,hard_to_say,asLongAsEligible,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
239_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,favorable,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
240_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
241_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,high_school_graduate,NA,NA,semiskilled
242_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
243_b,b,NA,b,favorableAndUnfavorable,NA,ambivalentFriend,ambivalent,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
244_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
245_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
246_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,NA,NA,NA,NA
247_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
248_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,poor,neverThoughtAboutIt,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
249_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
250_b,b,favorable,b,NA,conflict,liberalFriend,liberal,good,NA,favorable,NA,asLongAsEligible,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
251_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,fair,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
252_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,NA,poor,permanent,NA,NA,NA,NA
253_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,NA,NA
254_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
255_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
256_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,neverThoughtAboutIt,NA,NA,NA,NA
257_b,b,NA,b,favorable,NA,NA,NA,hard_to_say,unfavorable,NA,fair,neverThoughtAboutIt,some_high_school,NA,NA,white_collar_or_skilled
258_b,b,favorable,b,favorable,conflict,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,NA,favorable,no_biracial_living_experience,NA
259_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
260_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,NA,NA,asLongAsEligible,grade_school_or_less,favorable,NA,white_collar_or_skilled
261_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,NA,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
262_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,good,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
263_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,good,NA,favorable,good,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
264_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
265_b,b,unfavorable,b,NA,integration,NA,NA,good,NA,NA,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
266_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
267_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA,NA
268_b,b,favorable,b,NA,NA,NA,NA,good,NA,NA,hard_to_say,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
269_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
270_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
271_b,b,unfavorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,no_biracial_living_experience,NA
272_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
273_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,permanent,some_high_school,unfavorable,biracial_living_experience,white_collar_or_skilled
274_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,hard_to_say,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
275_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
276_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
277_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,poor,asLongAsEligible,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
278_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,untilBetterPlace,NA,favorable,NA,NA
279_b,b,unfavorable,b,NA,NA,NA,NA,fair,favorable,favorable,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
280_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
281_b,b,NA,b,favorable,conflict,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
282_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
283_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
284_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
285_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,unfavorable,favorable,NA,untilBetterPlace,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
286_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,NA,NA,NA,NA
287_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,NA,NA,NA,permanent,NA,NA,biracial_living_experience,NA
288_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
289_b,b,NA,b,favorable,conflict,liberalFriend,liberal,good,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
290_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,NA,NA,NA,NA,NA
291_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,permanent,NA,NA,biracial_living_experience,NA
292_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
293_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,fair,NA,favorable,NA,permanent,high_school_graduate,NA,biracial_living_experience,semiskilled
294_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
295_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,fair,asLongAsEligible,NA,NA,NA,NA
296_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
297_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
298_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,some_high_school,NA,NA,semiskilled
299_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,favorable,NA,untilBetterPlace,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
300_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,untilOwnHome,NA,favorable,biracial_living_experience,NA
301_b,b,favorable,b,NA,NA,NA,NA,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
302_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
303_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,good,NA,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
304_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,poor,NA,NA,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
305_b,b,unfavorable,b,favorable,NA,NA,NA,good,NA,NA,NA,untilOwnHome,some_high_school,NA,NA,white_collar_or_skilled
306_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,semiskilled
307_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,fair,NA,NA,fair,untilBetterPlace,some_high_school,NA,NA,white_collar_or_skilled
308_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
309_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,NA,NA
310_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,good,untilOwnHome,NA,NA,no_biracial_living_experience,NA
311_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
312_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,semiskilled
313_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
314_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,favorable,NA,NA,NA,NA,NA,NA
315_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,good,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
316_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
317_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
318_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
319_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
320_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
321_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,poor,NA,unfavorable,hard_to_say,permanent,NA,NA,biracial_living_experience,NA
322_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,NA,NA,no_biracial_living_experience,NA
323_b,b,favorable,b,favorable,integration,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
324_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,good,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,semiskilled
325_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,fair,NA,NA,NA,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
326_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
327_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,permanent,some_high_school,NA,NA,white_collar_or_skilled
328_b,b,favorable,b,favorable,conflict,liberalFriend,ambivalent,NA,NA,favorable,poor,NA,NA,favorable,biracial_living_experience,NA
329_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,permanent,grade_school_or_less,favorable,NA,semiskilled
330_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,permanent,NA,NA,biracial_living_experience,NA
331_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,permanent,NA,favorable,biracial_living_experience,NA
332_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,fair,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
333_b,b,favorable,b,NA,NA,NA,NA,fair,NA,favorable,fair,NA,NA,NA,NA,NA
334_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,good,NA,NA,NA,biracial_living_experience,NA
335_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,fair,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
336_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,unfavorable,biracial_living_experience,NA
337_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
338_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,NA,NA,NA,NA,NA
339_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
340_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,fair,NA,favorable,hard_to_say,permanent,NA,NA,NA,NA
341_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,good,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
342_b,b,NA,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
343_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,white_collar_or_skilled
344_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
345_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,good,NA,high_school_graduate,NA,NA,semiskilled
346_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
347_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,unfavorable,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
348_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,favorable,NA,NA,NA,NA,NA,biracial_living_experience,NA
349_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,fair,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
350_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
351_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,white_collar_or_skilled
352_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,NA,poor,untilBetterPlace,NA,NA,biracial_living_experience,NA
353_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
354_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
355_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
356_b,b,favorable,b,unfavorable,integration,NA,NA,NA,NA,NA,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
357_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
358_b,b,favorable,b,NA,NA,NA,NA,fair,favorable,favorable,fair,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
359_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
360_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
361_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
362_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
363_b,b,favorable,b,noComments,NA,NA,NA,hard_to_say,NA,favorable,good,asLongAsEligible,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
