evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
favorable,asLongAsEligible,noComments,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,unfavorable,NA,NA
NA,neverThoughtAboutIt,noComments,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,unfavorable,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,integration,NA,NA,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,fair,NA,NA,poor,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,good,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
NA,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
NA,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,NA,favorable,conflict,NA,NA,good,noBiracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
unfavorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,noComments,NA,NA,NA,poor,NA,favorable,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA,favorable,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,permanent,unfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,noComments,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,fair,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorableAndUnfavorable,integration,ambivalentFriend,liberal,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,favorable,whiteColorSkilled
favorable,untilOwnHome,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,favorable,NA
favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,fair,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,whiteColorSkilled
favorable,permanent,unfavorable,integration,NA,NA,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,permanent,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,noComments,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,unfavorable,NA,liberalFriend,liberal,good,NA,NA,poor,someHighSchool,NA,NA,whiteColorSkilled
favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,conflict,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,conflict,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,noBiracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,untilBetterPlace,unfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,permanent,unfavorable,NA,ambivalentFriend,liberal,poor,NA,NA,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,permanent,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,whiteColorSkilled
favorable,permanent,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,permanent,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,NA,NA,NA,good,NA,unfavorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
NA,asLongAsEligible,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,good,NA,NA,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,hardToSay,NA,NA,favorable,unskilledDomesticPersonalService
favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,unfavorable,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
favorable,untilOwnHome,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
NA,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,fair,NA,NA,favorable,semiSkilled
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
NA,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,fair,NA,NA,good,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,NA,NA,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,favorable,NA
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,untilBetterPlace,favorable,integration,NA,NA,fair,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,asLongAsEligible,noComments,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,noComments,NA,liberalFriend,ambivalent,poor,NA,NA,poor,someHighSchool,NA,NA,semiSkilled
NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,unfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
NA,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,liberalFriend,ambivalent,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,whiteColorSkilled
favorable,NA,favorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,favorable,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,poor,someHighSchool,favorable,NA,whiteColorSkilled
unfavorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
NA,permanent,favorable,NA,NA,NA,poor,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,unfavorable,NA,NA
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,untilOwnHome,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
NA,NA,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,favorable,NA,NA,NA,hardToSay,NA,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
NA,asLongAsEligible,favorable,integration,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
unfavorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,highSchoolGraduate,NA,favorable,semiSkilled
favorable,untilOwnHome,favorable,conflict,liberalFriend,liberal,fair,biracialLivingExperience,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,good,noBiracialLivingExperience,NA,good,someHighSchool,favorable,NA,whiteColorSkilled
favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,unfavorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,integration,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,favorable,NA,whiteColorSkilled
NA,neverThoughtAboutIt,NA,conflict,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,NA,NA,NA,hardToSay,NA,unfavorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,unfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
unfavorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
NA,untilOwnHome,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,highSchoolGraduate,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,someHighSchool,unfavorable,NA,NA
favorable,permanent,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
NA,NA,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
