id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
185_b,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
186_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,hard_to_say,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
187_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,NA,semiskilled
188_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,NA,NA,NA,NA,NA
189_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
190_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,poor,NA,NA,NA,NA,NA
191_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
192_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,permanent,high_school_graduate,NA,biracial_living_experience,semiskilled
193_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
194_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
195_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,hard_to_say,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
196_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,favorable,favorable,NA,permanent,NA,NA,NA,NA
197_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
198_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,NA,NA,no_biracial_living_experience,NA
199_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
200_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,hard_to_say,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
201_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
202_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
203_b,b,NA,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
204_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
205_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,good,unfavorable,favorable,NA,permanent,some_high_school,favorable,biracial_living_experience,semiskilled
206_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,NA,NA,NA,NA
207_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
208_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,poor,NA,favorable,hard_to_say,permanent,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
209_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
210_b,b,unfavorable,b,noComments,NA,ambivalentFriend,liberal,NA,NA,NA,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
211_b,b,unfavorable,b,NA,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
212_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
213_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,untilBetterPlace,NA,NA,NA,NA
214_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
215_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,good,asLongAsEligible,NA,NA,NA,NA
216_b,b,favorable,b,noComments,NA,liberalFriend,liberal,good,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
217_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,favorable,favorable,NA,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
218_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,NA,NA
219_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
220_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,unfavorable,NA,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
221_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
222_b,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,neverThoughtAboutIt,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
223_b,b,unfavorable,b,favorable,NA,NA,NA,fair,NA,favorable,poor,permanent,NA,NA,NA,NA
224_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,permanent,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
225_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
226_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
227_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,good,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
228_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
229_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,permanent,some_high_school,favorable,biracial_living_experience,semiskilled
230_b,b,favorable,b,noComments,NA,ambivalentFriend,liberal,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
231_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,fair,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
232_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,NA,poor,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
233_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,hard_to_say,NA,favorable,NA,untilBetterPlace,high_school_graduate,NA,NA,semiskilled
234_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,NA,good,untilOwnHome,NA,NA,NA,NA
235_b,b,favorable,b,NA,NA,NA,NA,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
236_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
237_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,good,permanent,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
238_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
239_b,b,unfavorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
240_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,semiskilled
241_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
242_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,NA,poor,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
243_b,b,unfavorable,b,favorable,integration,ambivalentFriend,liberal,NA,NA,NA,hard_to_say,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
244_b,b,favorable,b,unfavorable,NA,NA,NA,good,NA,favorable,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
245_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,fair,favorable,favorable,NA,untilBetterPlace,some_high_school,NA,NA,semiskilled
246_b,b,favorable,b,favorable,integration,liberalFriend,liberal,hard_to_say,NA,favorable,NA,untilBetterPlace,some_high_school,favorable,biracial_living_experience,semiskilled
247_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
248_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,NA,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
249_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
250_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
251_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,hard_to_say,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
252_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,high_school_graduate,NA,NA,semiskilled
253_b,b,favorable,b,favorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
254_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,NA,permanent,high_school_graduate,NA,NA,white_collar_or_skilled
255_b,b,NA,b,noComments,conflict,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
256_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
257_b,b,favorable,b,unfavorable,conflict,NA,NA,NA,NA,favorable,poor,permanent,NA,NA,biracial_living_experience,NA
258_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
259_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
260_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,hard_to_say,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
261_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,hard_to_say,NA,NA,hard_to_say,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
262_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
263_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,favorable,favorable,good,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
264_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
265_b,b,favorable,b,NA,integration,NA,NA,NA,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
266_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,hard_to_say,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
267_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
268_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
269_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,fair,permanent,NA,favorable,NA,NA
270_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,good,NA,NA,favorable,biracial_living_experience,NA
271_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
272_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,poor,NA,unfavorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
273_b,b,favorable,b,favorable,conflict,NA,NA,fair,NA,favorable,NA,neverThoughtAboutIt,NA,favorable,no_biracial_living_experience,NA
274_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,NA,permanent,grade_school_or_less,NA,NA,semiskilled
275_b,b,favorable,b,NA,NA,NA,NA,fair,unfavorable,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
276_b,b,favorable,b,NA,NA,NA,NA,good,NA,favorable,fair,asLongAsEligible,NA,NA,NA,NA
277_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
278_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,NA,fair,untilBetterPlace,grade_school_or_less,NA,no_biracial_living_experience,white_collar_or_skilled
279_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,unfavorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
280_b,b,NA,b,unfavorable,NA,NA,NA,hard_to_say,NA,favorable,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
281_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
282_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,favorable,poor,untilOwnHome,NA,NA,NA,NA
283_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,untilOwnHome,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
284_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
285_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,favorable,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
286_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,hard_to_say,asLongAsEligible,NA,NA,NA,NA
287_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,fair,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
288_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
289_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,ambivalent,poor,NA,favorable,fair,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
290_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,hard_to_say,untilBetterPlace,NA,NA,NA,NA
291_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
292_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,fair,untilBetterPlace,NA,NA,no_biracial_living_experience,NA
293_b,b,favorable,b,noComments,NA,NA,NA,poor,NA,favorable,poor,permanent,NA,NA,NA,NA
294_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA
295_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,favorable,NA,semiskilled
296_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
297_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,poor,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
298_b,b,NA,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,favorable,NA,white_collar_or_skilled
299_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA
300_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
301_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,NA,favorable,favorable,NA,asLongAsEligible,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
302_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,favorable,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
303_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,permanent,some_high_school,NA,NA,semiskilled
304_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
305_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
306_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,hard_to_say,NA,NA,hard_to_say,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
307_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,NA,permanent,some_high_school,favorable,NA,semiskilled
308_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
309_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,asLongAsEligible,NA,NA,NA,NA
310_b,b,NA,b,favorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,biracial_living_experience,NA
311_b,b,favorable,b,unfavorable,conflict,liberalFriend,ambivalent,NA,NA,favorable,fair,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
312_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
313_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,favorable,NA,white_collar_or_skilled
314_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,good,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
315_b,b,NA,b,favorable,integration,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
316_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
317_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
318_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,NA,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
319_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,hard_to_say,NA,NA,poor,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
320_b,b,favorable,b,NA,integration,liberalFriend,liberal,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
321_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
322_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,fair,NA,favorable,poor,untilOwnHome,NA,favorable,biracial_living_experience,NA
323_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
324_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,NA,some_high_school,favorable,NA,semiskilled
325_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
326_b,b,NA,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,NA,poor,asLongAsEligible,NA,NA,no_biracial_living_experience,NA
327_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
328_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,unfavorable,favorable,good,untilBetterPlace,NA,NA,biracial_living_experience,NA
329_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,ambivalent,poor,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
330_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,fair,NA,NA,NA,NA,NA
331_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
332_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
333_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
334_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
335_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
336_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
337_b,b,NA,b,NA,NA,liberalFriend,ambivalent,poor,NA,NA,good,NA,high_school_graduate,NA,NA,semiskilled
338_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,unfavorable,NA,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
339_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,unfavorable,NA,poor,permanent,NA,NA,NA,NA
340_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,NA,white_collar_or_skilled
341_b,b,favorable,b,favorable,integration,NA,NA,NA,NA,NA,good,permanent,NA,NA,biracial_living_experience,NA
342_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
343_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA
344_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
345_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,white_collar_or_skilled
346_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
347_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
348_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
349_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
350_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
351_b,b,NA,b,favorable,conflict,NA,NA,poor,NA,NA,hard_to_say,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
352_b,b,unfavorable,b,NA,NA,NA,NA,fair,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,white_collar_or_skilled
353_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,favorable,biracial_living_experience,NA
354_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,untilBetterPlace,some_high_school,NA,NA,white_collar_or_skilled
355_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,good,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
356_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
357_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
358_b,b,favorable,b,favorable,NA,NA,NA,good,favorable,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
359_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
360_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,NA,NA,NA,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
361_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,asLongAsEligible,NA,NA,biracial_living_experience,NA
362_b,b,favorable,b,favorable,NA,NA,NA,good,NA,NA,good,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
363_b,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
364_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,neverThoughtAboutIt,some_high_school,NA,NA,semiskilled
365_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
366_b,b,favorable,b,NA,mutual_acomodation,NA,NA,hard_to_say,NA,unfavorable,hard_to_say,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
