id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
182_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
183_b,b,favorable,b,favorable,integration,liberalFriend,liberal,NA,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
184_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
185_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
186_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
187_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
188_b,b,favorable,b,NA,integration,liberalFriend,ambivalent,hard_to_say,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
189_b,b,favorable,b,NA,NA,liberalFriend,liberal,fair,NA,NA,poor,neverThoughtAboutIt,NA,favorable,NA,NA
190_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,NA,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
191_b,b,NA,b,NA,integration,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
192_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,untilOwnHome,NA,NA,NA,NA
193_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,fair,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
194_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA,NA
195_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
196_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,good,asLongAsEligible,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
197_b,b,favorable,b,NA,NA,NA,NA,fair,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,semiskilled
198_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
199_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
200_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
201_b,b,favorable,b,favorable,NA,NA,NA,poor,favorable,NA,NA,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
202_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
203_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
204_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
205_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
206_b,b,favorable,b,favorable,integration,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
207_b,b,favorable,b,NA,conflict,liberalFriend,liberal,poor,NA,NA,NA,permanent,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
208_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,neverThoughtAboutIt,NA,NA,NA,NA
209_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,hard_to_say,NA,NA,NA,NA,NA
210_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
211_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,good,asLongAsEligible,some_high_school,NA,NA,white_collar_or_skilled
212_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,hard_to_say,asLongAsEligible,high_school_graduate,unfavorable,NA,unskilled_domestic_and_personal_service
213_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,NA,good,NA,NA,favorable,biracial_living_experience,NA
214_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,grade_school_or_less,NA,NA,semiskilled
215_b,b,unfavorable,b,unfavorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,hard_to_say,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
216_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,NA,semiskilled
217_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
218_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
219_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,good,asLongAsEligible,NA,NA,biracial_living_experience,NA
220_b,b,favorable,b,NA,NA,NA,NA,poor,unfavorable,favorable,hard_to_say,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
221_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,good,NA,favorable,hard_to_say,neverThoughtAboutIt,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
222_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,semiskilled
223_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
224_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
225_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
226_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,favorable,NA,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
227_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
228_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
229_b,b,unfavorable,b,favorable,integration,NA,NA,good,NA,NA,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
230_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
231_b,b,favorable,b,favorable,NA,liberalFriend,liberal,hard_to_say,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
232_b,b,favorable,b,NA,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,NA,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
233_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,poor,permanent,NA,NA,biracial_living_experience,NA
234_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
235_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
236_b,b,favorable,b,favorable,conflict,NA,NA,good,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
237_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,good,neverThoughtAboutIt,NA,favorable,biracial_living_experience,NA
238_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,permanent,NA,NA,NA,NA
239_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
240_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,unfavorable,biracial_living_experience,white_collar_or_skilled
241_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
242_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,poor,NA,NA,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
243_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
244_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,good,untilBetterPlace,NA,NA,biracial_living_experience,NA
245_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
246_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
247_b,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,NA,favorable,NA,NA,NA,NA,NA,NA,NA
248_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
249_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
250_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,good,asLongAsEligible,high_school_graduate,NA,NA,semiskilled
251_b,b,NA,b,favorable,conflict,NA,NA,NA,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
252_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,poor,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,semiskilled
253_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,poor,permanent,NA,NA,no_biracial_living_experience,NA
254_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,permanent,high_school_graduate,NA,NA,white_collar_or_skilled
255_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
256_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
257_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,NA,semiskilled
258_b,b,NA,b,favorable,NA,NA,NA,good,NA,favorable,NA,permanent,NA,NA,NA,NA
259_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,poor,permanent,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
260_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,permanent,high_school_graduate,NA,NA,semiskilled
261_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,hard_to_say,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
262_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
263_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
264_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,poor,NA,favorable,poor,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
265_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,fair,untilBetterPlace,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
266_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,white_collar_or_skilled
267_b,b,NA,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,permanent,some_high_school,NA,NA,semiskilled
268_b,b,NA,b,unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,some_high_school,unfavorable,NA,semiskilled
269_b,b,favorable,b,favorable,NA,NA,NA,poor,favorable,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA
270_b,b,favorable,b,NA,NA,NA,NA,fair,NA,NA,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
271_b,b,unfavorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
272_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
273_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,unfavorable,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
274_b,b,NA,b,favorable,conflict,NA,NA,fair,NA,NA,fair,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
275_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
276_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,NA,poor,NA,NA,favorable,NA,NA
277_b,b,NA,b,favorable,NA,NA,NA,NA,NA,favorable,fair,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
278_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,unfavorable,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
279_b,b,NA,b,NA,NA,NA,NA,good,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
280_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA,NA
281_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,biracial_living_experience,NA
282_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,hard_to_say,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
283_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,NA,NA,neverThoughtAboutIt,some_high_school,favorable,NA,white_collar_or_skilled
284_b,b,NA,b,NA,NA,ambivalentFriend,liberal,hard_to_say,NA,favorable,fair,permanent,NA,NA,NA,NA
285_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,good,NA,NA,NA,permanent,high_school_graduate,NA,no_biracial_living_experience,semiskilled
286_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,asLongAsEligible,some_high_school,NA,NA,semiskilled
287_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,fair,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
288_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,favorable,NA,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
289_b,b,favorable,b,noComments,integration,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
290_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,white_collar_or_skilled
291_b,b,favorable,b,noComments,NA,NA,NA,poor,favorable,favorable,poor,permanent,NA,NA,NA,NA
292_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,white_collar_or_skilled
293_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,asLongAsEligible,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
294_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,hard_to_say,untilBetterPlace,NA,NA,no_biracial_living_experience,NA
295_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,fair,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
296_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,good,untilBetterPlace,NA,NA,NA,NA
297_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,some_high_school,NA,NA,semiskilled
298_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,permanent,high_school_graduate,unfavorable,NA,unskilled_domestic_and_personal_service
299_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
300_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
301_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,NA,poor,neverThoughtAboutIt,NA,NA,NA,NA
302_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
303_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,poor,permanent,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
304_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,fair,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,semiskilled
305_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,favorable,NA,NA
306_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
307_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,NA,white_collar_or_skilled
308_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
309_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
310_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
311_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,good,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
312_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,poor,NA,NA,NA,permanent,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
313_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,NA,NA
314_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
315_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,poor,NA,favorable,good,untilBetterPlace,NA,NA,biracial_living_experience,NA
316_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
317_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,NA,favorable,biracial_living_experience,NA
318_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,favorable,NA,untilOwnHome,some_high_school,NA,NA,white_collar_or_skilled
319_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,untilOwnHome,NA,favorable,biracial_living_experience,NA
320_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
321_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,good,neverThoughtAboutIt,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
322_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
323_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,favorable,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
324_b,b,unfavorable,b,NA,conflict,NA,NA,good,favorable,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
325_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
326_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,favorable,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
327_b,b,favorable,b,noComments,NA,NA,NA,poor,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
328_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
329_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,unfavorable,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,semiskilled
330_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,good,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
331_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
332_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
333_b,b,favorable,b,noComments,integration,NA,NA,poor,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
334_b,b,NA,b,NA,NA,ambivalentFriend,ambivalent,NA,NA,favorable,NA,untilBetterPlace,NA,NA,NA,NA
335_b,b,unfavorable,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,untilBetterPlace,NA,NA,NA,NA
336_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,white_collar_or_skilled
337_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,NA,hard_to_say,untilOwnHome,NA,NA,NA,NA
338_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,favorable,hard_to_say,NA,grade_school_or_less,favorable,NA,semiskilled
339_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
340_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
341_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
342_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
343_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,unfavorable,favorable,hard_to_say,NA,NA,NA,NA,NA
344_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
345_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,favorable,favorable,fair,NA,NA,NA,NA,NA
346_b,b,favorable,b,favorable,conflict,NA,NA,good,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
347_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
348_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
349_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,good,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
350_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,hard_to_say,unfavorable,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
351_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,hard_to_say,NA,NA,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
352_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,favorable,poor,asLongAsEligible,NA,favorable,NA,NA
353_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
354_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
355_b,b,unfavorable,b,unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,some_high_school,NA,NA,semiskilled
356_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
357_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,favorable,good,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
358_b,b,unfavorable,b,favorable,integration,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
359_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
360_b,b,NA,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,semiskilled
361_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,unfavorable,hard_to_say,NA,NA,NA,NA,NA
362_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
363_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,white_collar_or_skilled
364_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
365_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,NA,high_school_graduate,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
366_b,b,favorable,b,NA,mutual_acomodation,NA,NA,hard_to_say,NA,NA,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
