id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
199,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,fair,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
200,favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,poor,NA,unfavorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
201,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,unfavorable,NA,NA
202,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
203,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
204,favorable,untilOwnHome,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
205,favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
206,favorable,NA,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
207,favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
208,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
209,favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
210,unfavorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
211,favorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
212,favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
213,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
214,favorable,NA,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
215,favorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
216,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
217,favorable,NA,favorable,conflict,NA,NA,fair,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
218,unfavorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
219,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
220,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
221,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
222,favorable,permanent,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
223,favorable,asLongAsEligible,noComments,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
224,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
225,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
226,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
227,favorable,permanent,favorable,NA,NA,NA,fair,NA,unfavorable,fair,NA,NA,NA,unskilledDomesticPersonalService
228,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
229,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
230,NA,permanent,favorableAndUnfavorable,NA,ambivalentFriend,liberal,hardToSay,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
231,favorable,permanent,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,NA,NA,NA,semiSkilled
232,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
233,NA,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
234,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
235,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
236,NA,NA,unfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
237,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
238,favorable,asLongAsEligible,unfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
239,favorable,permanent,favorable,NA,liberalFriend,ambivalent,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
240,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,favorable,NA
241,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
242,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
243,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
244,NA,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
245,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
246,favorable,permanent,unfavorable,NA,liberalFriend,ambivalent,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
247,favorable,untilBetterPlace,favorable,NA,liberalFriend,ambivalent,poor,NA,unfavorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
248,NA,untilOwnHome,favorable,integration,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
249,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,whiteColorSkilled
250,favorable,NA,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
251,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,unfavorable,NA,NA
252,NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,semiSkilled
253,favorable,NA,NA,NA,ambivalentFriend,liberal,good,NA,favorable,poor,highSchoolGraduate,NA,unfavorable,unskilledDomesticPersonalService
254,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
255,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
256,NA,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
257,favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
258,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
259,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
260,favorable,NA,favorable,integration,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,semiSkilled
261,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
262,favorable,permanent,favorable,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,someHighSchool,unfavorable,NA,NA
263,favorable,permanent,favorable,integration,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
264,favorable,asLongAsEligible,noComments,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
265,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,unfavorable,favorable,NA
266,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,NA,hardToSay,highSchoolGraduate,NA,favorable,whiteColorSkilled
267,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
268,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,semiSkilled
269,favorable,asLongAsEligible,unfavorable,integration,NA,NA,fair,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
270,NA,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
271,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
272,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
273,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,favorable,permanent,NA,NA,ambivalentFriend,liberal,hardToSay,NA,unfavorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
275,favorable,asLongAsEligible,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
276,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
277,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
278,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
279,NA,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
280,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,unfavorable,unskilledDomesticPersonalService
281,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
282,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
283,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
284,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
285,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
286,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
287,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,unfavorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
288,NA,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
290,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,favorable,unfavorable,NA
291,unfavorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
292,favorable,NA,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,unfavorable,semiSkilled
293,favorable,untilOwnHome,NA,conflict,NA,NA,good,biracialLivingExperience,NA,good,highSchoolGraduate,NA,favorable,semiSkilled
294,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,semiSkilled
295,NA,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
296,NA,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,favorable,NA,NA
297,favorable,NA,NA,NA,NA,NA,fair,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
298,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,fair,NA,NA,NA,semiSkilled
299,favorable,permanent,unfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
300,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
301,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
302,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
303,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
304,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
305,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
306,favorable,asLongAsEligible,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,whiteColorSkilled
307,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
308,favorable,untilBetterPlace,noComments,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
309,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
310,favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
311,favorable,neverThoughtAboutIt,noComments,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
312,unfavorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
313,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,favorable,NA
314,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
315,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
316,unfavorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
317,favorable,NA,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
318,favorable,asLongAsEligible,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,favorable,NA
319,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
320,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
321,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
322,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
323,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
324,favorable,NA,favorable,integration,liberalFriend,liberal,fair,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
325,favorable,untilBetterPlace,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
326,favorable,untilOwnHome,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
327,favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
328,NA,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
329,favorable,NA,favorable,NA,NA,NA,good,NA,favorable,good,NA,unfavorable,NA,semiSkilled
330,NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,favorable,NA
331,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
332,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
333,NA,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
334,favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
335,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
336,favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
337,favorable,NA,favorableAndUnfavorable,integration,NA,NA,poor,noBiracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
338,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,noBiracialLivingExperience,favorable,good,someHighSchool,unfavorable,NA,semiSkilled
339,favorable,untilOwnHome,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
340,NA,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,fair,NA,NA,NA,whiteColorSkilled
341,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
342,favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
343,favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
344,NA,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
345,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
346,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
347,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
348,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
349,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
350,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
351,favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
352,unfavorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
353,favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
354,favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
355,favorable,permanent,noComments,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
356,unfavorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
357,favorable,permanent,unfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
358,favorable,NA,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
359,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
360,unfavorable,untilBetterPlace,unfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
361,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
362,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
363,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
364,NA,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
365,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
366,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
367,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
368,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
369,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
370,NA,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
371,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
372,favorable,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
373,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
374,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
375,NA,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
376,NA,untilBetterPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
377,favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
378,favorable,NA,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
379,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
380,favorable,NA,favorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
381,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
382,favorable,permanent,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,whiteColorSkilled
383,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
384,favorable,neverThoughtAboutIt,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
385,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
386,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
387,favorable,asLongAsEligible,favorableAndUnfavorable,integration,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
388,favorable,untilOwnHome,noComments,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
389,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,whiteColorSkilled
390,favorable,neverThoughtAboutIt,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
391,NA,permanent,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
392,favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
393,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
394,favorable,untilOwnHome,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
395,favorable,asLongAsEligible,NA,integration,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,favorable,semiSkilled
396,favorable,permanent,unfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
397,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
