id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
197,favorable,asLongAsEligible,unfavorable,NA,NA,NA,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
198,favorable,NA,unfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
199,favorable,permanent,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
200,unfavorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,unfavorable,fair,someHighSchool,favorable,NA,unskilledDomesticPersonalService
201,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
202,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,favorable,NA
203,NA,untilOwnHome,NA,NA,NA,NA,good,NA,favorable,fair,NA,NA,NA,semiSkilled
204,favorable,permanent,noComments,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
205,unfavorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
206,favorable,neverThoughtAboutIt,NA,NA,NA,NA,fair,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
207,NA,asLongAsEligible,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
208,favorable,neverThoughtAboutIt,NA,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
209,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
210,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
211,NA,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
212,favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
213,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
214,NA,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
215,unfavorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
216,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
217,favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
218,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
219,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
220,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
221,NA,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
222,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
223,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,fair,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
224,favorable,untilBetterPlace,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
225,favorable,NA,favorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
226,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
227,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,favorable,NA
228,NA,permanent,unfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
229,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,favorable,NA,whiteColorSkilled
230,favorable,NA,NA,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,favorable,NA,semiSkilled
231,favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,good,NA,NA,NA,whiteColorSkilled
232,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,unfavorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
233,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
234,favorable,NA,favorable,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
235,favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
236,favorable,asLongAsEligible,favorable,conflict,ambivalentFriend,ambivalent,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,semiSkilled
237,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
238,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,favorable,NA,NA
239,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
240,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
241,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
242,NA,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
243,favorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
244,NA,untilOwnHome,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
245,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,unfavorable,NA,NA
246,favorable,untilOwnHome,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
247,favorable,NA,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
248,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
249,favorable,permanent,favorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
250,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
251,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,semiSkilled
252,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
253,favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
254,NA,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
255,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
256,favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
257,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
258,NA,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
259,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
260,NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
261,favorable,NA,noComments,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,semiSkilled
262,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
263,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
264,favorable,permanent,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
265,favorable,NA,favorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
266,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
267,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
268,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
269,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
270,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
271,favorable,NA,unfavorable,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
272,favorable,untilOwnHome,unfavorable,NA,liberalFriend,liberal,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
273,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,favorable,favorable,whiteColorSkilled
274,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
275,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
276,favorable,permanent,NA,integration,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
277,NA,NA,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,unfavorable,unskilledDomesticPersonalService
278,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
279,NA,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,NA,NA,NA
280,favorable,permanent,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,someHighSchool,NA,favorable,unskilledDomesticPersonalService
281,NA,untilBetterPlace,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,good,NA,NA,NA,whiteColorSkilled
282,NA,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
283,favorable,NA,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
284,NA,asLongAsEligible,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
285,favorable,NA,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
286,NA,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,favorable,unfavorable,unskilledDomesticPersonalService
287,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
288,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,NA,unfavorable,NA,semiSkilled
289,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
290,NA,untilOwnHome,NA,NA,liberalFriend,liberal,fair,NA,favorable,good,highSchoolGraduate,NA,NA,semiSkilled
291,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,semiSkilled
292,NA,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,noBiracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
293,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
294,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,unfavorable,NA
295,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
296,unfavorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,good,NA,favorable,NA,whiteColorSkilled
297,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
298,unfavorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
299,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
300,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
301,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
302,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,ambivalent,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
303,unfavorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
304,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
305,favorable,permanent,favorable,integration,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,favorable,unskilledDomesticPersonalService
306,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
307,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
308,unfavorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,semiSkilled
309,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
310,NA,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
311,unfavorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
312,favorable,permanent,favorableAndUnfavorable,conflict,NA,NA,poor,noBiracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
313,favorable,NA,NA,NA,NA,NA,hardToSay,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
314,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,whiteColorSkilled
315,favorable,NA,unfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
316,favorable,permanent,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,favorable,NA,semiSkilled
317,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,ambivalent,fair,biracialLivingExperience,NA,poor,someHighSchool,favorable,NA,semiSkilled
318,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
319,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
320,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
321,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
322,favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
323,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
324,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,unfavorable,NA
325,favorable,permanent,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,semiSkilled
326,favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
327,favorable,NA,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
328,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
329,favorable,asLongAsEligible,noComments,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
330,unfavorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
331,favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,fair,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
332,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
333,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
334,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,favorable,favorable,NA
335,NA,permanent,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
336,favorable,permanent,noComments,NA,liberalFriend,liberal,good,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
337,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
338,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
339,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
340,favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
341,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
342,favorable,NA,NA,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
343,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
344,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
345,favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
346,favorable,NA,noComments,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
347,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
348,favorable,untilOwnHome,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
349,favorable,permanent,NA,integration,NA,NA,hardToSay,noBiracialLivingExperience,NA,good,NA,NA,NA,semiSkilled
350,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,unfavorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
351,favorable,permanent,favorable,integration,NA,NA,fair,biracialLivingExperience,favorable,poor,NA,NA,unfavorable,semiSkilled
352,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
353,unfavorable,asLongAsEligible,NA,mutualAcomodataion,ambivalentFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
354,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
355,favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,NA,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
356,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
357,favorable,untilBetterPlace,favorable,NA,NA,NA,good,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
358,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
359,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
360,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
361,NA,permanent,NA,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
362,favorable,neverThoughtAboutIt,favorable,integration,NA,NA,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
363,NA,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
364,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
365,favorable,NA,unfavorable,NA,liberalFriend,liberal,good,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
366,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
367,favorable,neverThoughtAboutIt,noComments,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
368,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,favorable,NA,semiSkilled
369,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,favorable,NA,NA,NA,poor,NA,favorable,fair,NA,NA,NA,semiSkilled
371,favorable,permanent,favorable,NA,NA,NA,hardToSay,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
372,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
373,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
374,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
375,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
376,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
377,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,NA,good,NA,NA,NA,semiSkilled
378,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
379,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
380,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
381,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,favorable,NA,whiteColorSkilled
382,NA,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
383,favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,favorable,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
384,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
385,favorable,NA,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
386,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,good,NA,NA,favorable,unskilledDomesticPersonalService
387,favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
388,NA,untilBetterPlace,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
389,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
390,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,unfavorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
391,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
392,favorable,untilBetterPlace,favorableAndUnfavorable,integration,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
393,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
394,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
395,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
396,favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
